date,tavg,tmin,tmax,prcp,wdir,wspd,pres,Target
20230107,9.9,3.9,15.2,0.0,340.0,3.9,1024.0,11.1
20230108,11.1,7.0,15.2,0.0,132.0,4.3,1021.3,12.3
20230109,12.3,6.3,19.2,0.0,296.0,6.6,1021.5,12.8
20230110,12.8,6.1,21.4,0.0,268.0,6.2,1020.6,10.8
20230111,10.8,6.3,12.0,0.0,62.0,11.2,1016.0,10.3
20230112,10.3,8.4,14.5,34.9,32.0,9.8,1014.9,8.6
20230113,8.6,7.5,12.1,0.0,333.0,11.6,1015.9,8.8
20230114,8.8,3.4,16.0,0.0,286.0,10.2,1019.7,8.8
20230115,8.8,3.2,15.1,0.0,291.0,9.8,1017.0,7.3
20230116,7.3,2.3,15.7,0.0,293.0,9.3,1018.2,7.6
20230117,7.6,2.5,16.2,0.0,311.0,8.3,1018.9,10.6
20230118,10.6,3.0,15.0,0.0,310.0,5.2,1021.3,11.2
20230119,11.2,4.3,17.4,0.0,339.0,6.2,1021.0,10.8
20230120,10.8,5.9,16.6,0.0,72.0,8.1,1020.2,9.6
20230121,9.6,6.3,16.1,0.5,326.0,8.5,1021.1,11.1
20230122,11.1,5.0,16.1,0.9,291.0,7.7,1019.5,10.1
20230123,10.1,4.8,15.0,0.0,296.0,8.3,1020.3,10.2
20230124,10.2,6.8,13.7,0.0,305.0,10.1,1017.3,9.0
20230125,9.0,7.1,13.8,1.5,290.0,8.4,1018.7,8.5
20230126,8.5,4.0,17.3,0.0,300.0,8.9,1021.4,10.7
20230127,10.7,4.7,20.0,0.0,281.0,9.9,1020.7,10.2
20230128,10.2,4.8,16.1,0.0,304.0,6.3,1018.1,10.4
20230129,10.4,5.6,18.3,0.0,65.0,7.8,1014.9,10.4
20230130,10.4,6.8,14.5,19.1,92.0,13.0,1020.2,11.0
20230131,11.0,5.5,18.4,7.1,285.0,9.6,1022.8,12.2
20230201,12.2,5.1,20.4,0.0,292.0,8.0,1020.4,13.1
20230202,13.1,6.8,18.0,0.0,298.0,7.8,1018.5,12.5
20230203,12.5,7.5,19.8,0.0,287.0,6.3,1018.0,14.6
20230204,14.6,7.8,22.9,0.0,289.0,10.7,1015.8,14.8
20230205,14.8,7.7,21.3,0.0,293.0,5.9,1013.7,12.9
20230206,12.9,8.8,19.1,2.0,345.0,12.0,1015.2,13.8
20230207,13.8,7.0,20.4,0.5,303.0,10.3,1014.6,14.1
20230208,14.1,8.1,20.5,0.0,315.0,6.3,1015.4,12.1
20230209,12.1,10.0,14.7,5.4,18.0,15.0,1014.1,13.3
20230210,13.3,7.5,19.2,3.8,36.0,15.9,1012.8,13.2
20230211,13.2,7.9,17.0,0.0,314.0,18.1,1016.5,12.3
20230212,12.3,4.4,17.7,0.0,310.0,15.2,1021.4,11.9
20230213,11.9,5.4,20.4,0.0,288.0,14.9,1019.0,13.6
20230214,13.6,6.8,23.0,0.0,290.0,8.2,1017.6,14.8
20230215,14.8,9.0,26.5,0.0,306.0,10.0,1015.3,17.7
20230216,17.7,11.0,25.2,0.0,311.0,6.3,1015.7,17.9
20230217,17.9,11.9,25.0,0.0,327.0,3.5,1017.4,18.4
20230218,18.4,10.3,26.8,0.0,308.0,4.9,1016.2,19.3
20230219,19.3,13.3,25.2,0.0,56.0,7.3,1014.4,17.7
20230220,17.7,13.9,24.0,4.7,13.0,12.8,1013.1,18.7
20230221,18.7,10.0,26.4,0.0,316.0,10.0,1014.3,18.0
20230222,18.0,11.0,24.0,0.0,321.0,7.3,1014.7,17.3
20230223,17.3,10.8,26.9,0.0,310.0,11.7,1015.2,19.8
20230224,19.8,11.3,27.2,0.0,316.0,8.3,1015.6,19.2
20230225,19.2,10.8,26.2,0.0,318.0,8.4,1017.1,18.9
20230226,18.9,13.8,24.9,0.0,11.0,11.6,1020.1,18.4
20230227,18.4,13.0,25.8,0.0,333.0,10.7,1019.9,14.8
20230228,14.8,13.2,18.0,1.0,11.0,9.7,1020.4,16.1
